idx,senetnce,Option A,Option B,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type
69,"এখন বাছে ঠিক তিনিটা ষ্টপ কৰে - এবাৰ ডোভাৰত, এবাৰ কেণ্টত, আৰু এবাৰ চাচেক্সত - সেই ক্ৰমত নহয়।",মুঠতে এটাতকৈ অধিক বাছ আছে,মুঠতে এটাতকৈ মাত্ৰ এখন বাছ আছে,B,surface,এখন ,indefinite,ঠিক তিনিটা,number
69,"এখন বাছে ঠিক তিনিটা ষ্টপ কৰে - এবাৰ ডোভাৰত, এবাৰ কেণ্টত, আৰু এবাৰ চাচেক্সত - সেই ক্ৰমত নহয়।",মুঠতে এটাতকৈ মাত্ৰ এখন বাছ আছে,মুঠতে এটাতকৈ অধিক বাছ আছে,A,surface,এখন ,indefinite,ঠিক তিনিটা,number
70,এজন কৃষকৰ নটা গৰু আছে।,নটা গৰুৰ কিছুমান বিভিন্ন কৃষকৰ,নটা গৰুৰ সকলোবোৰ একেজন কৃষকৰ,B,surface,এজন,indefinite,নটা,number
70,এজন কৃষকৰ নটা গৰু আছে।,নটা গৰুৰ সকলোবোৰ একেজন কৃষকৰ,নটা গৰুৰ কিছুমান বিভিন্ন কৃষকৰ,A,surface,এজন,indefinite,নটা,number
71,এজন পিয়ানোবাদকে চাৰিটা বেলেগ বেলেগ পিয়ানো সোনাটা বজাব।,চাৰিটা পিয়ানো সোনাটা একেজন পিয়ানোবাদকে বজাব,চাৰিটা পিয়ানো সোনাটা বিভিন্ন পিয়ানোবাদকে বজাব,A,inverse,এজন,indefinite,চাৰিটা,number
71,এজন পিয়ানোবাদকে চাৰিটা বেলেগ বেলেগ পিয়ানো সোনাটা বজাব।,চাৰিটা পিয়ানো সোনাটা বিভিন্ন পিয়ানোবাদকে বজাব,চাৰিটা পিয়ানো সোনাটা একেজন পিয়ানোবাদকে বজাব,B,inverse,এজন,indefinite,চাৰিটা,number
72,"এখন গেলেৰীত ঠিক ছয়খন চিত্ৰ প্ৰদৰ্শন কৰা হয় - এ, বি, চি, ডি, ই, আৰু এফ।",ছয়খন চিত্ৰ একেখন গেলেৰীত নাই,ছয়খন চিত্ৰ একেখন গেলেৰীত আছে,B,inverse,এখন ,indefinite,ঠিক ছয়খন,number
72,"এখন গেলেৰীত ঠিক ছয়খন চিত্ৰ প্ৰদৰ্শন কৰা হয় - এ, বি, চি, ডি, ই, আৰু এফ।",ছয়খন চিত্ৰ একেখন গেলেৰীত আছে,ছয়খন চিত্ৰ একেখন গেলেৰীত নাই,A,inverse,এখন ,indefinite,ঠিক ছয়খন,number
73,"এখন ৰেল ঠিক দুবাৰ ৰয় - এবাৰ য়ৰ্কত, এবাৰ লিডছত - সেই ক্ৰমত নহয়।",মুঠতে দুখন ৰেল আছে,মুঠতে ঠিক এটা ৰেল আছে,B,surface,এখন ,indefinite,ঠিক দুবাৰ,number
73,"এখন ৰেল ঠিক দুবাৰ ৰয় - এবাৰ য়ৰ্কত, এবাৰ লিডছত - সেই ক্ৰমত নহয়।",মুঠতে ঠিক এটা ৰেল আছে,মুঠতে দুখন ৰেল আছে,A,surface,এখন ,indefinite,ঠিক দুবাৰ,number
74,"এজন ৰান্ধনীয়ে ঠিক দহটা ব্যঞ্জন প্ৰস্তুত কৰে - এ, বি, চি, ডি, ই, এফ, জি, এইচ, আই, আৰু জে।",সকলো ব্যঞ্জন একেজন ৰান্ধনীৰ দ্বাৰা প্ৰস্তুত কৰা হয়,সকলো ব্যঞ্জন বিভিন্ন ৰান্ধনীৰ দ্বাৰা প্ৰস্তুত কৰা হয়,A,inverse,এজন,indefinite,ঠিক দহটা,number
74,"এজন ৰান্ধনীয়ে ঠিক দহটা ব্যঞ্জন প্ৰস্তুত কৰে - এ, বি, চি, ডি, ই, এফ, জি, এইচ, আই, আৰু জে।",সকলো ব্যঞ্জন বিভিন্ন ৰান্ধনীৰ দ্বাৰা প্ৰস্তুত কৰা হয়,সকলো ব্যঞ্জন একেজন ৰান্ধনীৰ দ্বাৰা প্ৰস্তুত কৰা হয়,B,inverse,এজন,indefinite,ঠিক দহটা,number
75,এজন মালীৰ সাতটা উদ্ভিদ আছে।,সাতটা উদ্ভিদৰ কিছুমান বিভিন্ন মালীৰ,সাতটা উদ্ভিদৰ কিছুমান একেটা মালীৰ,B,surface,এজন,indefinite,সাতটা ,number
75,এজন মালীৰ সাতটা উদ্ভিদ আছে।,সাতটা উদ্ভিদৰ কিছুমান একেটা মালীৰ,সাতটা উদ্ভিদৰ কিছুমান বিভিন্ন মালীৰ,A,surface,এজন,indefinite,সাতটা ,number
76,এজন ভায়োলিনবাদকে পাঁচটা বেলেগ বেলেগ ভায়োলিন কনচাৰ্ট বজাব।,পাঁচটা ভায়োলিন কনচাৰ্ট বিভিন্ন ভায়োলিনবাদকে বজাব,পাঁচটা ভায়োলিন কনচাৰ্ট একেজন ভায়োলিনবাদকে বজাব,B,inverse,এজন,indefinite,পাঁচটা,number
76,এজন ভায়োলিনবাদকে পাঁচটা বেলেগ বেলেগ ভায়োলিন কনচাৰ্ট বজাব।,পাঁচটা ভায়োলিন কনচাৰ্ট একেজন ভায়োলিনবাদকে বজাব,পাঁচটা ভায়োলিন কনচাৰ্ট বিভিন্ন ভায়োলিনবাদকে বজাব,A,inverse,এজন,indefinite,পাঁচটা,number
77,"এজন মালীয়ে ঠিক নটা গছ ৰোপণ কৰে - টি, ইউ, ভি, ডব্লিউ, এক্স, ৱাই, জেড, এ, আৰু বি।",সকলো গছ একেজন মালীয়ে ৰোপণ কৰে,সকলো গছ বেলেগ বেলেগ মালীয়ে ৰোপণ কৰে,A,inverse,এজন,indefinite,ঠিক নটা,number
77,"এজন মালীয়ে ঠিক নটা গছ ৰোপণ কৰে - টি, ইউ, ভি, ডব্লিউ, এক্স, ৱাই, জেড, এ, আৰু বি।",সকলো গছ বেলেগ বেলেগ মালীয়ে ৰোপণ কৰে,সকলো গছ একেজন মালীয়ে ৰোপণ কৰে,B,inverse,এজন,indefinite,ঠিক নটা,number
78,"এখন বিদ্যালয় সমিতিত ঠিক চাৰিজন সদস্য থাকিব, যাৰ ভিতৰত এজন ইয়াৰ সভাপতি হ'ব।",চাৰিজন সদস্য বিভিন্ন বিদ্যালয় সমিতিত থাকিব,চাৰিজন সদস্য একেখন বিদ্যালয় সমিতিত থাকিব,B,inverse,এখন ,indefinite,ঠিক চাৰিজন,number
78,"এখন বিদ্যালয় সমিতিত ঠিক চাৰিজন সদস্য থাকিব, যাৰ ভিতৰত এজন ইয়াৰ সভাপতি হ'ব।",চাৰিজন সদস্য একেখন বিদ্যালয় সমিতিত থাকিব,চাৰিজন সদস্য বিভিন্ন বিদ্যালয় সমিতিত থাকিব,A,inverse,এখন ,indefinite,ঠিক চাৰিজন,number
79,এজন কৃষকৰ পোন্ধৰটা গৰু আছে।,পোন্ধৰটা গৰুৰ কিছুমান বিভিন্ন কৃষকৰ,পোন্ধৰটা গৰু এজন কৃষকৰ,B,inverse,এজন,indefinite,পোন্ধৰটা,number
79,এজন কৃষকৰ পোন্ধৰটা গৰু আছে।,পোন্ধৰটা গৰু এজন কৃষকৰ,পোন্ধৰটা গৰুৰ কিছুমান বিভিন্ন কৃষকৰ,A,inverse,এজন,indefinite,পোন্ধৰটা,number
80,"এখন পাৱাৰ ষ্টেচনৰ অভিযন্তাসকলে বেকআপ জেনেৰেটৰ আৰম্ভ কৰিবলৈ সাতটা চুইচ সক্ৰিয় কৰে - A, B, C, D, E, F, আৰু G।",সাতটা চুইচ বিভিন্ন পাৱাৰ ষ্টেচনত সক্ৰিয় কৰা হয়,সাতটা চুইচ একেটা পাৱাৰ ষ্টেচনত সক্ৰিয় কৰা হয়,B,inverse,এখন,indefinite,সাতটা,number
80,"এখন পাৱাৰ ষ্টেচনৰ অভিযন্তাসকলে বেকআপ জেনেৰেটৰ আৰম্ভ কৰিবলৈ সাতটা চুইচ সক্ৰিয় কৰে - A, B, C, D, E, F, আৰু G।",সাতটা চুইচ একেটা পাৱাৰ ষ্টেচনত সক্ৰিয় কৰা হয়,সাতটা চুইচ বিভিন্ন পাৱাৰ ষ্টেচনত সক্ৰিয় কৰা হয়,A,inverse,এখন,indefinite,সাতটা,number
81,"এজন প্ৰখ্যাত চিত্ৰশিল্পীয়ে ঠিক পাঁচখন চিত্ৰ সৃষ্টি কৰে - পি, কিউ, আৰ, এছ, আৰু টি।",সকলো চিত্ৰ একে চিত্ৰকৰ দ্বাৰা সৃষ্টি কৰা হয়,সকলো চিত্ৰ বিভিন্ন চিত্ৰকৰ দ্বাৰা সৃষ্টি কৰা হয়,A,inverse,এজন,indefinite,ঠিক পাঁচখন ,number
81,"এজন প্ৰখ্যাত চিত্ৰশিল্পীয়ে ঠিক পাঁচখন চিত্ৰ সৃষ্টি কৰে - পি, কিউ, আৰ, এছ, আৰু টি।",সকলো চিত্ৰ বিভিন্ন চিত্ৰকৰ দ্বাৰা সৃষ্টি কৰা হয়,সকলো চিত্ৰ একে চিত্ৰকৰ দ্বাৰা সৃষ্টি কৰা হয়,B,inverse,এজন,indefinite,ঠিক পাঁচখন ,number
82,"এজন লাইব্ৰেৰিয়ানে ঠিক দহখন কিতাপ সজায় - বি, চি, ডি, ই, এফ, জি, এইচ, আই, জে, আৰু কে।",সকলো কিতাপ বিভিন্ন লাইব্ৰেৰিয়ানৰ দ্বাৰা সজোৱা হয়,সকলো কিতাপ একেলাইব্ৰেৰিয়ানৰ দ্বাৰা সজোৱা হয়,B,inverse,এজন,indefinite,ঠিক দহখন,number
82,"এজন লাইব্ৰেৰিয়ানে ঠিক দহখন কিতাপ সজায় - বি, চি, ডি, ই, এফ, জি, এইচ, আই, জে, আৰু কে।",সকলো কিতাপ একেলাইব্ৰেৰিয়ানৰ দ্বাৰা সজোৱা হয়,সকলো কিতাপ বিভিন্ন লাইব্ৰেৰিয়ানৰ দ্বাৰা সজোৱা হয়,A,inverse,এজন,indefinite,ঠিক দহখন,number
83,এজন জুকিপাৰৰ বিশটা বান্দৰ আছে।,বিশটা বান্দৰৰ কিছুমান বিভিন্ন চিৰিয়াখানাৰ ৰক্ষকৰ,বিশটা বান্দৰ একেটা চিৰিয়াখানাৰ ৰক্ষকৰ,B,inverse,এজন,indefinite,বিশটা,number
83,এজন জুকিপাৰৰ বিশটা বান্দৰ আছে।,বিশটা বান্দৰ একেটা চিৰিয়াখানাৰ ৰক্ষকৰ,বিশটা বান্দৰৰ কিছুমান বিভিন্ন চিৰিয়াখানাৰ ৰক্ষকৰ,A,inverse,এজন,indefinite,বিশটা,number
84,"ডাটা চেণ্টাৰএটাৰ টেকনিচিয়ানসকলে নেটৱৰ্ক আপগ্ৰেড কৰিবলৈ ছয়টা চাৰ্ভাৰ সংযোগ কৰে - এছ, টি, ইউ, ভি, ডব্লিউ, আৰু এক্স।",সকলো ছয়টা চাৰ্ভাৰ বিভিন্ন ডাটা কেন্দ্ৰত সংযোজিত হৈ আছে,সকলো ছয়টা চাৰ্ভাৰ একেডাটা কেন্দ্ৰত সংযোজিত হৈ আছে,B,inverse,এটাৰ,indefinite,ছয়টা,number
84,"ডাটা চেণ্টাৰএটাৰ টেকনিচিয়ানসকলে নেটৱৰ্ক আপগ্ৰেড কৰিবলৈ ছয়টা চাৰ্ভাৰ সংযোগ কৰে - এছ, টি, ইউ, ভি, ডব্লিউ, আৰু এক্স।",সকলো ছয়টা চাৰ্ভাৰ একেডাটা কেন্দ্ৰত সংযোজিত হৈ আছে,সকলো ছয়টা চাৰ্ভাৰ বিভিন্ন ডাটা কেন্দ্ৰত সংযোজিত হৈ আছে,A,inverse,এটাৰ,indefinite,ছয়টা,number
85,কোনো খেলুৱৈয়ে বছৰত চাৰিটা মাৰাথন দৌৰিব নোৱাৰিলে।,প্ৰশ্নত কোনো চাৰিটা নিৰ্দিষ্ট মাৰাথন নাই,প্ৰশ্নত চাৰিটা নিৰ্দিষ্ট মাৰাথন আছে,B,surface,কোনো,negation,চাৰিটা,number
85,কোনো খেলুৱৈয়ে বছৰত চাৰিটা মাৰাথন দৌৰিব নোৱাৰিলে।,প্ৰশ্নত চাৰিটা নিৰ্দিষ্ট মাৰাথন আছে,প্ৰশ্নত কোনো চাৰিটা নিৰ্দিষ্ট মাৰাথন নাই,A,surface,কোনো,negation,চাৰিটা,number
86,কোনো লেপটপত দুটা ইউএছবি পোৰ্ট নাই।,লেপটপবোৰ নোহোৱা দুটা নিৰ্দিষ্ট প্ৰকাৰৰ ইউএছবি পোৰ্ট নাই,লেপটপবোৰ নোহোৱা দুটা নিৰ্দিষ্ট প্ৰকাৰৰ ইউএছবি পোৰ্ট আছে,A,inverse,কোনো,negation,দুটা,number
86,কোনো লেপটপত দুটা ইউএছবি পোৰ্ট নাই।,লেপটপবোৰ নোহোৱা দুটা নিৰ্দিষ্ট প্ৰকাৰৰ ইউএছবি পোৰ্ট আছে,লেপটপবোৰ নোহোৱা দুটা নিৰ্দিষ্ট প্ৰকাৰৰ ইউএছবি পোৰ্ট নাই,B,inverse,কোনো,negation,দুটা,number
87,কোনো গছত পাঁচটাতকৈ বেছি ফল নাথাকে।,প্ৰশ্নত পাঁচটা নিৰ্দিষ্ট ফল আছে,প্ৰশ্নত কোনো পাঁচটা নিৰ্দিষ্ট ফল নাই,A,inverse,কোনো,negation,বেছি,number
87,কোনো গছত পাঁচটাতকৈ বেছি ফল নাথাকে।,প্ৰশ্নত কোনো পাঁচটা নিৰ্দিষ্ট ফল নাই,প্ৰশ্নত পাঁচটা নিৰ্দিষ্ট ফল আছে,B,inverse,কোনো,negation,বেছি,number
88,কোনো শিক্ষাৰ্থীয়ে এটা ছেমিষ্টাৰত ছয়টা পাঠ্যক্ৰম গ্ৰহণ নকৰে।,প্ৰশ্নত কোনো ছয়টা নিৰ্দিষ্ট পাঠ্যক্ৰম নাই,প্ৰশ্নত ছয়টা নিৰ্দিষ্ট পাঠ্যক্ৰম আছে,B,inverse,কোনো,negation,এটা ,indefinite
88,কোনো শিক্ষাৰ্থীয়ে এটা ছেমিষ্টাৰত ছয়টা পাঠ্যক্ৰম গ্ৰহণ নকৰে।,প্ৰশ্নত ছয়টা নিৰ্দিষ্ট পাঠ্যক্ৰম আছে,প্ৰশ্নত কোনো ছয়টা নিৰ্দিষ্ট পাঠ্যক্ৰম নাই,A,inverse,কোনো,negation,এটা ,indefinite
89,কোনো চাইকেলত চাৰিটা চকা নাই।,"চাৰিটা নিৰ্দিষ্ট প্ৰকাৰৰ চকা আছে যিবোৰ চাইকেলবোৰ হেৰাই গৈছে, সেইবোৰত মুঠ চাৰিটা নাই","চাইকেলবোৰ নোহোৱা চাৰিটা নিৰ্দিষ্ট প্ৰকাৰৰ চকা নাই, তেওঁলোকৰ মুঠ চাৰিটা নাই",B,inverse,কোনো,negation,চাৰিটা,number
89,কোনো চাইকেলত চাৰিটা চকা নাই।,"চাইকেলবোৰ নোহোৱা চাৰিটা নিৰ্দিষ্ট প্ৰকাৰৰ চকা নাই, তেওঁলোকৰ মুঠ চাৰিটা নাই","চাৰিটা নিৰ্দিষ্ট প্ৰকাৰৰ চকা আছে যিবোৰ চাইকেলবোৰ হেৰাই গৈছে, সেইবোৰত মুঠ চাৰিটা নাই",A,inverse,কোনো,negation,চাৰিটা,number
90,কোনো ৰান্ধনুৱে একেলগে পাঁচটা ব্যঞ্জন ৰান্ধিব নোৱাৰে।,ৰান্ধনীসকলে একেলগে ৰান্ধিব নোৱাৰা পাঁচটা নিৰ্দিষ্ট ব্যঞ্জন আছে; সিহঁতে একেলগে পাঁচটা ৰান্ধিব নোৱাৰে,ৰান্ধনীসকলে একেলগে ৰান্ধিব নোৱাৰা কোনো পাঁচটা নিৰ্দিষ্ট ব্যঞ্জন নাই; সিহঁতে একেলগে পাঁচটা ৰান্ধিব নোৱাৰে,A,inverse,কোনো,negation,পাঁচটা ,number
90,কোনো ৰান্ধনুৱে একেলগে পাঁচটা ব্যঞ্জন ৰান্ধিব নোৱাৰে।,ৰান্ধনীসকলে একেলগে ৰান্ধিব নোৱাৰা কোনো পাঁচটা নিৰ্দিষ্ট ব্যঞ্জন নাই; সিহঁতে একেলগে পাঁচটা ৰান্ধিব নোৱাৰে,ৰান্ধনীসকলে একেলগে ৰান্ধিব নোৱাৰা পাঁচটা নিৰ্দিষ্ট ব্যঞ্জন আছে; সিহঁতে একেলগে পাঁচটা ৰান্ধিব নোৱাৰে,B,inverse,কোনো,negation,পাঁচটা ,number
91,কোনো লেপটপত দুটা ইউএছবি-চি পোৰ্ট নাই।,লেপটপবোৰ নোহোৱা দুটা নিৰ্দিষ্ট প্ৰকাৰৰ ইউএছবি-চি পোৰ্ট আছে,লেপটপবোৰ নোহোৱা দুটা নিৰ্দিষ্ট প্ৰকাৰৰ ইউএছবি-চি পোৰ্ট নাই,B,surface,কোনো,negation,দুটা ,number
91,কোনো লেপটপত দুটা ইউএছবি-চি পোৰ্ট নাই।,লেপটপবোৰ নোহোৱা দুটা নিৰ্দিষ্ট প্ৰকাৰৰ ইউএছবি-চি পোৰ্ট নাই,লেপটপবোৰ নোহোৱা দুটা নিৰ্দিষ্ট প্ৰকাৰৰ ইউএছবি-চি পোৰ্ট আছে,A,surface,কোনো,negation,দুটা ,number
92,একেৰাহে চাৰিটা ছিজনৰ বাবে কোনো দল জিকিব নোৱাৰে।,একেৰাহে চাৰিটা ঋতুৰ ব্যৱধান আছে য'ত কেৱল এটা দলহে জিকে,একেৰাহে চাৰিটা ছিজনৰ ব্যৱধান আছে য'ত কোনো দলেই জিকিব নোৱাৰে,B,inverse,একেৰাহে,negation,কোনো,number
92,একেৰাহে চাৰিটা ছিজনৰ বাবে কোনো দল জিকিব নোৱাৰে।,একেৰাহে চাৰিটা ছিজনৰ ব্যৱধান আছে য'ত কোনো দলেই জিকিব নোৱাৰে,একেৰাহে চাৰিটা ঋতুৰ ব্যৱধান আছে য'ত কেৱল এটা দলহে জিকে,A,inverse,একেৰাহে,negation,কোনো,number
93,কোনো পাইলটে একেলগে সাতখন বিমান উৰাব নোৱাৰে।,পাইলটসকলে একেলগে উৰিব নোৱাৰা কোনো সাতখন নিৰ্দিষ্ট বিমান নাই; সিহঁতে একেলগে সাতটাউৰিব নোৱাৰে,পাইলটসকলে একেলগে উৰিব নোৱাৰা সাতখন নিৰ্দিষ্ট বিমান আছে,A,surface,কোনো,negation,সাতখন,number
93,কোনো পাইলটে একেলগে সাতখন বিমান উৰাব নোৱাৰে।,পাইলটসকলে একেলগে উৰিব নোৱাৰা সাতখন নিৰ্দিষ্ট বিমান আছে,পাইলটসকলে একেলগে উৰিব নোৱাৰা কোনো সাতখন নিৰ্দিষ্ট বিমান নাই; সিহঁতে একেলগে সাতটাউৰিব নোৱাৰে,B,surface,কোনো,negation,সাতখন,number
94,কোনো গাড়ীত আঠটা এয়াৰবেগ নাই।,"আঠটা নিৰ্দিষ্ট প্ৰকাৰৰ এয়াৰবেগ আছে যিবোৰ গাড়ীবোৰ হেৰাই গৈছে, সেইবোৰত মুঠ আঠটা আছে","গাড়ীবোৰত নাই বুলি কোনো নিৰ্দিষ্ট প্ৰকাৰৰ এয়াৰবেগ নাই, তেওঁলোকৰ মুঠ আঠটা নাই",B,surface,কোনো,negation,আঠটা,number
94,কোনো গাড়ীত আঠটা এয়াৰবেগ নাই।,"গাড়ীবোৰত নাই বুলি কোনো নিৰ্দিষ্ট প্ৰকাৰৰ এয়াৰবেগ নাই, তেওঁলোকৰ মুঠ আঠটা নাই","আঠটা নিৰ্দিষ্ট প্ৰকাৰৰ এয়াৰবেগ আছে যিবোৰ গাড়ীবোৰ হেৰাই গৈছে, সেইবোৰত মুঠ আঠটা আছে",A,surface,কোনো,negation,আঠটা,number
95,একেৰাহে দহ বছৰৰ বাবে কোনো কোম্পানীৰ লাভ নাই।,কোনো কোম্পানী এনেকুৱা নহয় যে একেৰাহে দহ বছৰ থাকে য'ত ই লাভ কৰে,কোম্পানী এনেকুৱা যে একেৰাহে দহ বছৰ থাকে য'ত ই লাভ কৰে,A,inverse,একেৰাহে দহ,number,কোনো ,negation
95,একেৰাহে দহ বছৰৰ বাবে কোনো কোম্পানীৰ লাভ নাই।,কোম্পানী এনেকুৱা যে একেৰাহে দহ বছৰ থাকে য'ত ই লাভ কৰে,কোনো কোম্পানী এনেকুৱা নহয় যে একেৰাহে দহ বছৰ থাকে য'ত ই লাভ কৰে,B,inverse,একেৰাহে দহ,number,কোনো ,negation
96,একেৰাহে আঠ ঘণ্টাৰ বাবে কোনো চৰাই উৰি নাযায়।,চৰাই এনেকুৱা যে একেৰাহে আঠ ঘণ্টা থাকে য'ত ই উৰি যায়,কোনো চৰাই এনেকুৱা নহয় যে একেৰাহে আঠ ঘণ্টা থাকে য'ত ই উৰি যায়,B,inverse,একেৰাহে আঠ,number,কোনো,negation
96,একেৰাহে আঠ ঘণ্টাৰ বাবে কোনো চৰাই উৰি নাযায়।,কোনো চৰাই এনেকুৱা নহয় যে একেৰাহে আঠ ঘণ্টা থাকে য'ত ই উৰি যায়,চৰাই এনেকুৱা যে একেৰাহে আঠ ঘণ্টা থাকে য'ত ই উৰি যায়,A,inverse,একেৰাহে আঠ,number,কোনো,negation
97,কোনো কুকুৰে দহটা কৌশল শিকিব নোৱাৰে।,ইয়াত কোনো দহটা নিৰ্দিষ্ট কৌশল প্ৰশ্নত নাই,ইয়াত যিকোনো দহটা নিৰ্দিষ্ট কৌশল প্ৰশ্নত আছে,B,surface,কোনো,negation,দহটা,number
97,কোনো কুকুৰে দহটা কৌশল শিকিব নোৱাৰে।,ইয়াত যিকোনো দহটা নিৰ্দিষ্ট কৌশল প্ৰশ্নত আছে,ইয়াত কোনো দহটা নিৰ্দিষ্ট কৌশল প্ৰশ্নত নাই,A,surface,কোনো,negation,দহটা,number
98,কোনো দেশেই নটা সোণৰ পদক জিকিব নোৱাৰে।,ইয়াত নটা নিৰ্দিষ্ট সোণৰ পদক প্ৰশ্নত আছে,ইয়াত কোনো নটা নিৰ্দিষ্ট সোণৰ পদক প্ৰশ্নত নাই,A,surface,কোনো,negation,নটা,number
98,কোনো দেশেই নটা সোণৰ পদক জিকিব নোৱাৰে।,ইয়াত কোনো নটা নিৰ্দিষ্ট সোণৰ পদক প্ৰশ্নত নাই,ইয়াত নটা নিৰ্দিষ্ট সোণৰ পদক প্ৰশ্নত আছে,B,surface,কোনো,negation,নটা,number
99,একেৰাহে সাত ঘণ্টা কোনো মাছ সাঁতুৰিনা নাথাকে।,কোনো মাছ এনেকুৱা নহয় যে একেৰাহে সাত ঘণ্টা থাকে য'ত ই সাঁতুৰি থাকে,মাছ এনেকুৱা যে একেৰাহে সাত ঘণ্টা থাকে য'ত ই সাঁতুৰি থাকে,A,inverse,একেৰাহে সাত,number,কোনো,negation
99,একেৰাহে সাত ঘণ্টা কোনো মাছ সাঁতুৰিনা নাথাকে।,মাছ এনেকুৱা যে একেৰাহে সাত ঘণ্টা থাকে য'ত ই সাঁতুৰি থাকে,কোনো মাছ এনেকুৱা নহয় যে একেৰাহে সাত ঘণ্টা থাকে য'ত ই সাঁতুৰি থাকে,B,inverse,একেৰাহে সাত,number,কোনো,negation
100,কোনো দেশেই নটা সোণৰ পদক জিকিব নোৱাৰে।,ৰেষ্টুৰেণ্টখনে পৰিৱেশন কৰা চাৰিটা নিৰ্দিষ্ট প্ৰকাৰৰ পাস্তা আছে,ৰেষ্টুৰেণ্টখনে পৰিৱেশন নকৰা চাৰিটা নিৰ্দিষ্ট প্ৰকাৰৰ পাস্তা নাই; ই কোনো চাৰি প্ৰকাৰৰ সেৱা নকৰে,A,surface,কোনো,negation,নটা,number
100,কোনো দেশেই নটা সোণৰ পদক জিকিব নোৱাৰে।,ৰেষ্টুৰেণ্টখনে পৰিৱেশন নকৰা চাৰিটা নিৰ্দিষ্ট প্ৰকাৰৰ পাস্তা নাই; ই কোনো চাৰি প্ৰকাৰৰ সেৱা নকৰে,ৰেষ্টুৰেণ্টখনে পৰিৱেশন কৰা চাৰিটা নিৰ্দিষ্ট প্ৰকাৰৰ পাস্তা আছে,B,surface,কোনো,negation,নটা,number
101,কোনো গাড়ীত ছয়টা গিয়াৰ নাই।,গাড়ীবোৰত পাঁচটা নিৰ্দিষ্ট গিয়াৰ আছে,গাড়ীবোৰত ছয়টা নিৰ্দিষ্ট গিয়াৰ আছে,B,surface,কোনো,negation,ছয়টা,number
101,কোনো গাড়ীত ছয়টা গিয়াৰ নাই।,গাড়ীবোৰত ছয়টা নিৰ্দিষ্ট গিয়াৰ আছে,গাড়ীবোৰত পাঁচটা নিৰ্দিষ্ট গিয়াৰ আছে,A,surface,কোনো,negation,ছয়টা,number
102,কোনো চিনেমা তিনি ঘণ্টা ৰখা নহয়।,চিনেমাবোৰ চলি থকা তিনিটা নিৰ্দিষ্ট ঘণ্টা আছে,এনে কোনো নিৰ্দিষ্ট সময় নাই যাৰ বাবে চিনেমাবোৰ স্থায়ী নহয়; সেইবোৰ কোনো তিনি ঘণ্টা ৰখা নাই,A,inverse,কোনো,negation,তিনি,number
102,কোনো চিনেমা তিনি ঘণ্টা ৰখা নহয়।,এনে কোনো নিৰ্দিষ্ট সময় নাই যাৰ বাবে চিনেমাবোৰ স্থায়ী নহয়; সেইবোৰ কোনো তিনি ঘণ্টা ৰখা নাই,চিনেমাবোৰ চলি থকা তিনিটা নিৰ্দিষ্ট ঘণ্টা আছে,B,inverse,কোনো,negation,তিনি,number
103,কোনো চহৰতে আঠখন দলং নাই।,চহৰবোৰত আঠখন নিৰ্দিষ্ট দলং আছে,চহৰবোৰত নথকা আঠখন নিৰ্দিষ্ট দলং নাই; তেওঁলোকৰ কোনো আঠখন দলং নাই,A,inverse,কোনো,negation,আঠখন ,number
103,কোনো চহৰতে আঠখন দলং নাই।,চহৰবোৰত নথকা আঠখন নিৰ্দিষ্ট দলং নাই; তেওঁলোকৰ কোনো আঠখন দলং নাই,চহৰবোৰত আঠখন নিৰ্দিষ্ট দলং আছে,B,inverse,কোনো,negation,আঠখন ,number
104,কোনো চৰাইয়ে পোনপটীয়াকৈ ছয় ঘণ্টা উৰিব নোৱাৰে।,চৰাইবোৰে পোনপটীয়াকৈ কোনো ছয় ঘণ্টা উৰিব নোৱাৰে,চৰাইবোৰে উৰিব পৰা ছয়টা নিৰ্দিষ্ট ঘণ্টা আছে,A,inverse,কোনো,negation,ছয়,number
104,কোনো চৰাইয়ে পোনপটীয়াকৈ ছয় ঘণ্টা উৰিব নোৱাৰে।,চৰাইবোৰে উৰিব পৰা ছয়টা নিৰ্দিষ্ট ঘণ্টা আছে,চৰাইবোৰে পোনপটীয়াকৈ কোনো ছয় ঘণ্টা উৰিব নোৱাৰে,B,inverse,কোনো,negation,ছয়,number
105,কোনো শিক্ষাৰ্থীয়ে এসপ্তাহত নখন কিতাপ পঢ়িব নোৱাৰে,নখন নিৰ্দিষ্ট কিতাপ আছে যিবোৰ শিক্ষাৰ্থীসকলে এসপ্তাহত পঢ়িব নোৱাৰে,শিক্ষাৰ্থীসকলে এসপ্তাহত পঢ়িব পৰা নখন নিৰ্দিষ্ট কিতাপ আছে,A,surface,কোনো,negation,নখন,number
105,কোনো শিক্ষাৰ্থীয়ে এসপ্তাহত নখন কিতাপ পঢ়িব নোৱাৰে,শিক্ষাৰ্থীসকলে এসপ্তাহত পঢ়িব পৰা নখন নিৰ্দিষ্ট কিতাপ আছে,নখন নিৰ্দিষ্ট কিতাপ আছে যিবোৰ শিক্ষাৰ্থীসকলে এসপ্তাহত পঢ়িব নোৱাৰে,B,surface,কোনো,negation,নখন,number
